iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,event_codes
AUS,Australia,2008,2008-11-16,Day,2008-11-16,Day,Australia: Storm - 16/11/2008,2,Weather related,4,Meteorological,14,Storm,21,,1000,1000,,,[]
ETH,Ethiopia,2008,2008-11-16,Day,2008-11-17,Day,Ethiopia: Flood - 16/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,52000,52000,,,[]
IDN,Indonesia,2008,2008-11-17,Day,2008-11-17,Day,Indonesia: Earthquake - 17/11/2008,1,Geophysical,1,Geophysical,1,Earthquake,1,,10000,10000,,,[]
UGA,Uganda,2008,2008-11-17,Day,2008-11-17,Day,Uganda: Flood - 17/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,15000,15000,,,[]
CUB,Cuba,2008,2008-11-17,Day,2008-11-20,Day,Cuba: Flood - 17/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
VNM,Viet Nam,2008,2008-11-17,Day,2008-11-20,Day,Viet Nam: Storm - 17/11/2008,2,Weather related,4,Meteorological,14,Storm,21,,235,240,,,[]
COL,Colombia,2008,2008-11-20,Day,2008-11-20,Day,Colombia: Volcanic activity - 20/11/2008,1,Geophysical,1,Geophysical,3,Volcanic activity,5,,12000,12000,,,[]
VEN,Venezuela (Bolivarian Republic of),2008,2008-11-20,Day,2008-11-23,Day,Venezuela: Flood - 20/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,4695,4700,,,[]
THA,Thailand,2008,2008-11-20,Day,2008-12-20,Day,Thailand: Flood - 20/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,200000,200000,,,[]
PHL,Philippines,2008,2008-11-21,Day,2008-11-24,Day,Philippines: Flood - 21/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,30000,30000,,,[]
BRA,Brazil,2008,2008-11-22,Day,2008-11-24,Day,Brazil: Flood - 22/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,78707,79000,,,[]
CRI,Costa Rica,2008,2008-11-22,Day,2008-11-25,Day,Costa Rica: Flood - 22/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,600,600,,,[]
LKA,Sri Lanka,2008,2008-11-22,Day,2008-12-04,Day,Sri Lanka: Flood - 22/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,85000,85000,,,[]
SDN,Sudan,2008,2008-11-24,Day,2008-11-24,Day,Sudan: Flood - 24/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,7500,7500,,,[]
CRI,Costa Rica,2008,2008-11-26,Day,2008-11-28,Day,Costa Rica: Flood - 26/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,6890,6900,,,[]
NIC,Nicaragua,2008,2008-11-26,Day,2008-11-28,Day,Nicaragua: Flood - 26/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,1500,1500,,,[]
IND,India,2008,2008-11-27,Day,2008-12-04,Day,India: Flood - 27/11/2008,2,Weather related,3,Hydrological,10,Flood,13,,101940,102000,,,[]
BRA,Brazil,2008,2008-12-01,Day,2008-01-16,Day,Brazil: Flood - 01/12/2008,2,Weather related,3,Hydrological,10,Flood,13,,14293,14000,,,[]
HND,Honduras,2018,2008-12-01,Month,2018-12-31,Month,Honduras: dry mass movement - Comayagua - July,1,Geophysical,1,Geophysical,2,Mass Movement,3,,387,390,,,[]
PHL,Philippines,2008,2008-12-02,Day,2008-03-12,Day,Philippines: Flood - 02/12/2008,2,Weather related,3,Hydrological,10,Flood,13,,205974,206000,,,[]
LKA,Sri Lanka,2008,2008-12-03,Day,2008-03-14,Day,Sri Lanka: Flood - 03/12/2008,2,Weather related,3,Hydrological,10,Flood,13,,7000,7000,,,[]
CHN,China,2008,2008-12-05,Day,2008-05-12,Day,China: Earthquake - 05/12/2008,1,Geophysical,1,Geophysical,1,Earthquake,1,,15000000,15000000,,,[]
MYS,Malaysia,2008,2008-12-06,Day,,,Malaysia: Dry mass movement - 06/12/2008,1,Geophysical,1,Geophysical,2,Mass Movement,3,,4000,4000,,,[]
USA,United States of America,2008,2008-12-09,Day,2008-09-16,Day,United States: Storm - 09/12/2008,2,Weather related,4,Meteorological,14,Storm,21,,20000,20000,,,[]
HND,Honduras,2008,2008-12-12,Day,2009-01-12,Day,Honduras: Flood - 12/12/2008,2,Weather related,3,Hydrological,10,Flood,13,,250,250,,,[]
COL,Colombia,2008,2008-12-13,Day,2008-12-16,Day,Colombia: Flood - 13/12/2008,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
USA,United States of America,2008,2008-12-26,Day,2008-12-28,Day,United States: Flood - 26/12/2008,2,Weather related,3,Hydrological,10,Flood,13,,473,470,,,[]
AFG,Afghanistan,2009,2009-01-01,Month,,,Afghanistan: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,3250,3200,,,[]
AFG,Afghanistan,2009,2009-01-01,Month,,,Afghanistan: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,25185,25000,,,[]
AGO,Angola,2009,2009-01-01,Month,,,Angola: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,415,420,,,[]
AGO,Angola,2009,2009-01-01,Month,,,Angola: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,4650,4600,,,[]
AGO,Angola,2009,2009-01-01,Month,,,Angola: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,81000,81000,,,[]
ALB,Albania,2009,2009-01-01,Month,,,Albania: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,150,150,,,[]
AUS,Australia,2009,2009-01-01,Month,,,Australia: Wildfire - 01/01/2009,2,Weather related,2,Climatological,9,Wildfire,11,,7500,7500,,,[]
AZE,Azerbaijan,2009,2009-01-01,Month,,,Azerbaijan: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,200,200,,,[]
BEN,Benin,2009,2009-01-01,Month,,,Benin: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
BEN,Benin,2009,2009-01-01,Month,,,Benin: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
BFA,Burkina Faso,2009,2009-01-01,Month,,,Burkina Faso: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,150000,150000,,,[]
BGD,Bangladesh,2009,2009-01-01,Month,,,Bangladesh: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,500000,500000,,,[]
BGD,Bangladesh,2009,2009-01-01,Month,,,Cyclone 'aila',2,Weather related,4,Meteorological,14,Storm,21,,842000,842000,,,[]
BOL,Bolivia (Plurinational State of),2009,2009-01-01,Month,,,Bolivia: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,630,630,,,[]
BRA,Brazil,2009,2009-01-01,Month,,,Brazil: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,2500,2500,,,[]
BRA,Brazil,2009,2009-01-01,Month,,,Brazil: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
BRA,Brazil,2009,2009-01-01,Month,,,Brazil: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,500000,500000,,,[]
BRA,Brazil,2009,2009-01-01,Month,,,Brazil: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,450,450,,,[]
BWA,Botswana,2009,2009-01-01,Month,,,Botswana: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,867,870,,,[]
CAF,Central African Republic,2009,2009-01-01,Month,,,Central African Republic: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,11000,11000,,,[]
CAF,Central African Republic,2009,2009-01-01,Month,,,Central African Republic: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,3835,3800,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,61000,61000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,400000,400000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,56300,56000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,118000,118000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,120000,120000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,938000,938000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Landslide/Wet mass movement - 01/01/2009,2,Weather related,3,Hydrological,11,Mass Movement,15,,10000,10000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,48450,48000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,123000,123000,,,[]
CHN,China,2009,2009-01-01,Month,,,China: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,166000,166000,,,[]
CHN,China,2009,2009-01-01,Month,,,Linfa,2,Weather related,4,Meteorological,14,Storm,21,,162757,163000,,,[]
CHN,China,2009,2009-01-01,Month,,,Tropical cylone 'goni',2,Weather related,4,Meteorological,14,Storm,21,,92000,92000,,,[]
CHN,China,2009,2009-01-01,Month,,,Typhoon 'koppu',2,Weather related,4,Meteorological,14,Storm,21,,115000,115000,,,[]
CHN,China,2009,2009-01-01,Month,,,Typhoon morakot (kiko),2,Weather related,4,Meteorological,14,Storm,21,,1620000,1620000,,,[]
CIV,Côte d'Ivoire,2009,2009-01-01,Month,,,Côte d'Ivoire: Landslide/Wet mass movement - 01/01/2009,2,Weather related,3,Hydrological,11,Mass Movement,15,,10000,10000,,,[]
COD,Democratic Republic of the Congo,2009,2009-01-01,Month,,,Dem. Rep. Congo: Wildfire - 01/01/2009,2,Weather related,2,Climatological,9,Wildfire,11,,125,120,,,[]
COL,Colombia,2009,2009-01-01,Month,,,Colombia: Landslide/Wet mass movement - 01/01/2009,2,Weather related,3,Hydrological,11,Mass Movement,15,,593,590,,,[]
COL,Colombia,2009,2009-01-01,Month,,,Galeras volcano,1,Geophysical,1,Geophysical,3,Volcanic activity,5,,8500,8500,,,[]
CRI,Costa Rica,2009,2009-01-01,Month,,,Costa Rica: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,2358,2400,,,[]
DZA,Algeria,2009,2009-01-01,Month,,,Algeria: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,2500,2500,,,[]
FJI,Fiji,2009,2009-01-01,Month,,,Cyclone mick,2,Weather related,4,Meteorological,14,Storm,21,,3845,3800,,,[]
FJI,Fiji,2009,2009-01-01,Month,,,Fiji: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,9400,9400,,,[]
GAB,Gabon,2009,2009-01-01,Month,,,Gabon: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,800,800,,,[]
GHA,Ghana,2009,2009-01-01,Month,,,Ghana: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,52000,52000,,,[]
GRC,Greece,2009,2009-01-01,Month,,,Greece: Wildfire - 01/01/2009,2,Weather related,2,Climatological,9,Wildfire,11,,325,320,,,[]
GTM,Guatemala,2009,2009-01-01,Month,,,Guatemala: Dry mass movement - 01/01/2009,1,Geophysical,1,Geophysical,2,Mass Movement,3,,991,990,,,[]
HND,Honduras,2009,2009-01-01,Month,,,Honduras: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,2250,2200,,,[]
HTI,Haiti,2009,2009-01-01,Month,,,Haiti: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,9910,9900,,,[]
IDN,Indonesia,2009,2009-01-01,Month,,,Indonesia: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,178490,178000,,,[]
IDN,Indonesia,2009,2009-01-01,Month,,,Indonesia: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,675500,676000,,,[]
IND,India,2009,2009-01-01,Month,,,Cyclone 'aila',2,Weather related,4,Meteorological,14,Storm,21,,2300000,2300000,,,[]
IND,India,2009,2009-01-01,Month,,,India: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,500000,500000,,,[]
IND,India,2009,2009-01-01,Month,,,India: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,2500000,2500000,,,[]
IND,India,2009,2009-01-01,Month,,,India: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,4000,4000,,,[]
ITA,Italy,2009,2009-01-01,Month,,,Italy: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,70000,70000,,,[]
ITA,Italy,2009,2009-01-01,Month,,,Italy: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,5000,5000,,,[]
KEN,Kenya,2009,2009-01-01,Month,,,Kenya: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,33686,34000,,,[]
KEN,Kenya,2009,2009-01-01,Month,,,Kenya: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,58000,58000,,,[]
KHM,Cambodia,2009,2009-01-01,Month,,,Tropical storm 'ondoy' (ketsana),2,Weather related,4,Meteorological,14,Storm,21,,66000,66000,,,[]
LAO,Lao People's Democratic Republic,2009,2009-01-01,Month,,,Tropical storm 'ondoy' (ketsana),2,Weather related,4,Meteorological,14,Storm,21,,37500,38000,,,[]
LKA,Sri Lanka,2009,2009-01-01,Month,,,Sri Lanka: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,60000,60000,,,[]
LKA,Sri Lanka,2009,2009-01-01,Month,,,Sri Lanka: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,302885,303000,,,[]
MDG,Madagascar,2009,2009-01-01,Month,,,Cyclones eric and fanele,2,Weather related,4,Meteorological,14,Storm,21,,4012,4000,,,[]
MDG,Madagascar,2009,2009-01-01,Month,,,Tropical storm 'jade',2,Weather related,4,Meteorological,14,Storm,21,,4090,4100,,,[]
MEX,Mexico,2009,2009-01-01,Month,,,Hurricane 'ida',2,Weather related,4,Meteorological,14,Storm,21,,100000,100000,,,[]
MEX,Mexico,2009,2009-01-01,Month,,,Hurricane jimena,2,Weather related,4,Meteorological,14,Storm,21,,75000,75000,,,[]
MEX,Mexico,2009,2009-01-01,Month,,,Mexico: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,200000,200000,,,[]
MNG,Mongolia,2009,2009-01-01,Month,,,Mongolia: Cold wave - 01/01/2009,2,Weather related,4,Meteorological,13,Extreme Temperature,17,,21560,22000,,,[]
MOZ,Mozambique,2009,2009-01-01,Month,,,Mozambique: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,828,830,,,[]
MOZ,Mozambique,2009,2009-01-01,Month,,,Tropical storm 'izilda',2,Weather related,4,Meteorological,14,Storm,21,,6500,6500,,,[]
MWI,Malawi,2009,2009-01-01,Month,,,Malawi: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,5550,5600,,,[]
MWI,Malawi,2009,2009-01-01,Month,,,Malawi: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,15000,15000,,,[]
NAM,Namibia,2009,2009-01-01,Month,,,Namibia: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,54581,55000,,,[]
NER,Niger,2009,2009-01-01,Month,,,Niger: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,5560,5600,,,[]
NGA,Nigeria,2009,2009-01-01,Month,,,Nigeria: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,140000,140000,,,[]
NPL,Nepal,2009,2009-01-01,Month,,,Nepal: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,18300,18000,,,[]
PAK,Pakistan,2009,2009-01-01,Month,,,Pakistan: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,84290,84000,,,[]
PER,Peru,2009,2009-01-01,Month,,,Peru: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,45825,46000,,,[]
PER,Peru,2009,2009-01-01,Month,,,Peru: Landslide/Wet mass movement - 01/01/2009,2,Weather related,3,Hydrological,11,Mass Movement,15,,150,150,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Goni (jolina),2,Weather related,4,Meteorological,14,Storm,21,,19590,20000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Mount mayon,1,Geophysical,1,Geophysical,3,Volcanic activity,5,,50000,50000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Philippines: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,10,10,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Philippines: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,16070,16000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Philippines: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,200000,200000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Philippines: Storm - 01/01/2009,2,Weather related,4,Meteorological,14,Storm,21,,100,100,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Topical storm 'feria' (nangka),2,Weather related,4,Meteorological,14,Storm,21,,63021,63000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical depression 'maring' (mujigae),2,Weather related,4,Meteorological,14,Storm,21,,41000,41000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical storm 'auring',2,Weather related,4,Meteorological,14,Storm,21,,200000,200000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical storm 'isang' (molave),2,Weather related,4,Meteorological,14,Storm,21,,7265,7300,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical storm 'mirinae' (santi),2,Weather related,4,Meteorological,14,Storm,21,,115000,115000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical storm 'ondoy' (ketsana),2,Weather related,4,Meteorological,14,Storm,21,,561242,561000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical storm 'soudelor' (gorio),2,Weather related,4,Meteorological,14,Storm,21,,80655,81000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Tropical storm labuyo (dujuan),2,Weather related,4,Meteorological,14,Storm,21,,1529,1500,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Typhoon  'emong' (chanom),2,Weather related,4,Meteorological,14,Storm,21,,117220,117000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Typhoon 'dante' (kujira),2,Weather related,4,Meteorological,14,Storm,21,,54718,55000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Typhoon 'pepeng' (parma),2,Weather related,4,Meteorological,14,Storm,21,,500000,500000,,,[]
PHL,Philippines,2009,2009-01-01,Month,,,Typhoon morakot (kiko),2,Weather related,4,Meteorological,14,Storm,21,,34982,35000,,,[]
PNG,Papua New Guinea,2009,2009-01-01,Month,,,Papua New Guinea: Landslide/Wet mass movement - 01/01/2009,2,Weather related,3,Hydrological,11,Mass Movement,15,,1000,1000,,,[]
SAU,Saudi Arabia,2009,2009-01-01,Month,,,Saudi Arabia: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,10000,10000,,,[]
SDN,Sudan,2009,2009-01-01,Month,,,Sudan: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,80000,80000,,,[]
SEN,Senegal,2009,2009-01-01,Month,,,Senegal: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,264000,264000,,,[]
SLV,El Salvador,2009,2009-01-01,Month,,,Hurricane 'ida',2,Weather related,4,Meteorological,14,Storm,21,,15000,15000,,,[]
TCD,Chad,2009,2009-01-01,Month,,,Chad: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,900,900,,,[]
TCD,Chad,2009,2009-01-01,Month,,,Chad: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,4895,4900,,,[]
THA,Thailand,2009,2009-01-01,Month,,,Thailand: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,68000,68000,,,[]
TUR,Türkiye,2009,2009-01-01,Month,,,Türkiye: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
TWN,Taiwan (Province of China),2009,2009-01-01,Month,,,Typhoon morakot (kiko),2,Weather related,4,Meteorological,14,Storm,21,,24950,25000,,,[]
TZA,United Republic of Tanzania,2009,2009-01-01,Month,,,Tanzania: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,10599,11000,,,[]
USA,United States of America,2009,2009-01-01,Month,,,United States: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,900,900,,,[]
USA,United States of America,2009,2009-01-01,Month,,,United States: Wildfire - 01/01/2009,2,Weather related,2,Climatological,9,Wildfire,11,,192,190,,,[]
USA,United States of America,2009,2009-01-01,Month,,,United States: Wildfire - 01/01/2009,2,Weather related,2,Climatological,9,Wildfire,11,,234,230,,,[]
VNM,Viet Nam,2009,2009-01-01,Month,,,Tropical storm 'mirinae' (santi),2,Weather related,4,Meteorological,14,Storm,21,,70540,71000,,,[]
VNM,Viet Nam,2009,2009-01-01,Month,,,Tropical storm 'ondoy' (ketsana),2,Weather related,4,Meteorological,14,Storm,21,,108635,109000,,,[]
VNM,Viet Nam,2009,2009-01-01,Month,,,Viet Nam: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,7725,7700,,,[]
WSM,Samoa,2009,2009-01-01,Month,,,Samoa: Earthquake - 01/01/2009,1,Geophysical,1,Geophysical,1,Earthquake,1,,5274,5300,,,[]
ZAF,South Africa,2009,2009-01-01,Month,,,South Africa: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
ZMB,Zambia,2009,2009-01-01,Month,,,Zambia: Flood - 01/01/2009,2,Weather related,3,Hydrological,10,Flood,13,,54000,54000,,,[]
MMR,Myanmar,2009,2009-07-01,Day,2013-07-30,Day,Myanmar: Landslide/Wet mass movement - 01/07/2009,2,Weather related,3,Hydrological,11,Mass Movement,15,,2521,2500,,,[]
CHL,Chile,2009,2009-08-27,Day,2009-08-31,Day,Chile: Flood - 27/08/2009,2,Weather related,3,Hydrological,10,Flood,13,,697,700,,,[]
AFG,Afghanistan,2010,2010-01-01,Month,,,Afghanistan: Earthquake - 01/01/2010,1,Geophysical,1,Geophysical,1,Earthquake,1,,1000,1000,,,[]
AFG,Afghanistan,2010,2010-01-01,Month,,,Afghanistan: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,70000,70000,,,[]
AGO,Angola,2010,2010-01-01,Month,,,Angola: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,3875,3900,,,[]
AGO,Angola,2010,2010-01-01,Month,,,Angola: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,75000,75000,,,[]
AUS,Australia,2010,2010-01-01,Month,,,Australia: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,1000,1000,,,[]
AZE,Azerbaijan,2010,2010-01-01,Month,,,Azerbaijan: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,31665,32000,,,[]
BDI,Burundi,2010,2010-01-01,Month,,,Burundi: Storm - 01/01/2010,2,Weather related,4,Meteorological,14,Storm,21,,1500,1500,,,[]
BEN,Benin,2010,2010-01-01,Month,,,Benin: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,275000,275000,,,[]
BFA,Burkina Faso,2010,2010-01-01,Month,,,Burkina Faso: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,20000,20000,,,[]
BGD,Bangladesh,2010,2010-01-01,Month,,,Bangladesh: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,12000,12000,,,[]
BGD,Bangladesh,2010,2010-01-01,Month,,,Bangladesh: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,500000,500000,,,[]
BGD,Bangladesh,2010,2010-01-01,Month,,,Bangladesh: Landslide/Wet mass movement - 01/01/2010,2,Weather related,3,Hydrological,11,Mass Movement,15,,12000,12000,,,[]
BGD,Bangladesh,2010,2010-01-01,Month,,,Bangladesh: Storm - 01/01/2010,2,Weather related,4,Meteorological,14,Storm,21,,45000,45000,,,[]
BOL,Bolivia (Plurinational State of),2010,2010-01-01,Month,,,Bolivia: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,100000,100000,,,[]
BOL,Bolivia (Plurinational State of),2010,2010-01-01,Month,,,Bolivia: Wildfire - 01/01/2010,2,Weather related,2,Climatological,9,Wildfire,11,,300,300,,,[]
BRA,Brazil,2010,2010-01-01,Month,,,Brazil: Flood - 01/01/2010,2,Weather related,3,Hydrological,10,Flood,13,,24000,24000,,,[]
